date,AQI,PM2.5,PM10,NO2,SO2,CO,Ozone,fire_count,total_frp,mean_frp,max_frp,mean_wind_kmh,std_wind_kmh,total_frp_lag1,fire_count_lag1,mean_wind_lag1,fire_count_fw,total_frp_fw,weighted_frp_fw,mean_dist_km,min_dist_km,mean_bearing_deg,mean_wind_dir_deg,mean_wind_dir_cos,mean_wind_dir_sin,weighted_frp_lag1,fire_wind_ang_diff,fire_wind_alignment,fire_wind_alignment01,weighted_frp_aligned
2021-02-11,370,201.81,317.99,105.41,4.6,1.72,24.75,42.0,182.42,4.343333333333334,20.36,3.3842808656234324,5.226598589918819,490.4,91.0,3.3842808656234324,42.0,182.42000000000002,1.1597732558627007,223.33043988596395,33.240471260573756,169.85858103632836,,,,3.7206555195167423,,,,
2021-02-12,310,240.74,352.71,109.33,3.8,1.96,30.18,31.0,161.71,5.216451612903226,16.96,3.3842808656234324,5.226598589918819,182.42,42.0,3.3842808656234324,31.0,161.71,1.2378946781823041,250.96638975121493,38.67745094659882,165.19734945653067,,,,1.1597732558627007,,,,
2021-02-13,319,165.42,213.89,114.93,4.35,2.45,21.25,59.0,195.35,3.3110169491525423,19.67,3.3842808656234324,5.226598589918819,161.71,31.0,3.3842808656234324,59.0,195.35,1.8897348568570058,207.3593086517859,10.864318251122473,163.68456214175922,,,,1.2378946781823041,,,,
2021-02-14,371,198.9,286.26,104.33,4.7,2.07,28.86,85.0,335.22,3.943764705882353,24.32,3.3842808656234324,5.226598589918819,195.35,59.0,3.3842808656234324,85.0,335.22,2.4738904389009546,245.73395006129923,18.40242874293735,165.0540500556931,,,,1.8897348568570058,,,,
2021-02-15,335,174.53,292.2,112.66,3.85,2.0,18.42,46.0,172.26,3.744782608695652,15.42,3.3842808656234324,5.226598589918819,335.22,85.0,3.3842808656234324,46.0,172.26,1.573053248056735,217.74483915296946,26.494844876568596,167.33540049789212,,,,2.4738904389009546,,,,
2021-02-16,344,182.05,278.41,116.09,3.87,1.81,25.66,36.0,128.15,3.5597222222222222,13.11,3.3842808656234324,5.226598589918819,172.26,46.0,3.3842808656234324,36.0,128.15,0.7037547446641897,299.19128879052585,44.88987753031719,173.80385951370397,,,,1.573053248056735,,,,
2021-02-17,367,214.19,333.83,102.23,4.54,1.86,23.61,41.0,178.03,4.342195121951219,14.07,3.3842808656234324,5.226598589918819,128.15,36.0,3.3842808656234324,41.0,178.03,0.9614638024177186,277.762661879077,36.16473019944627,168.32526214935035,,,,0.7037547446641897,,,,
2021-02-18,335,167.49,249.49,97.38,4.55,1.7,24.92,75.0,331.64,4.421866666666666,52.72,3.3842808656234324,5.226598589918819,178.03,41.0,3.3842808656234324,75.0,331.64,1.8931222851627867,254.2272097956816,14.555423140337192,165.17632996567795,,,,0.9614638024177186,,,,
2021-02-19,340,186.42,276.56,100.15,4.89,2.08,17.37,79.0,301.54,3.816962025316456,18.24,3.3842808656234324,5.226598589918819,331.64,75.0,3.3842808656234324,79.0,301.54,2.2304172962543984,254.42793952188651,10.934542184272267,170.67666383685196,,,,1.8931222851627867,,,,
2021-02-20,293,127.6,208.49,84.16,4.04,1.9,21.84,68.0,266.98,3.9261764705882354,21.17,3.3842808656234324,5.226598589918819,301.54,79.0,3.3842808656234324,68.0,266.98,2.1378172488508964,195.7521263250701,11.086632886140498,169.9559277187218,,,,2.2304172962543984,,,,
2021-02-21,356,209.65,300.97,87.44,3.43,1.85,36.61,62.0,249.53,4.024677419354839,20.58,3.3842808656234324,5.226598589918819,266.98,68.0,3.3842808656234324,62.0,249.53,2.4317463849167336,219.09231335906404,9.682902124884404,165.46399777649276,,,,2.1378172488508964,,,,
2021-02-22,352,206.34,334.88,107.27,3.83,2.07,34.37,56.0,248.49,4.437321428571429,16.98,3.3842808656234324,5.226598589918819,249.53,62.0,3.3842808656234324,56.0,248.49,1.4572311786420669,246.73088102832156,14.952096191649844,170.07991617124037,,,,2.4317463849167336,,,,
2021-02-23,339,201.0,367.24,102.69,6.75,1.98,29.32,47.0,149.22,3.1748936170212767,8.87,3.3842808656234324,5.226598589918819,248.49,56.0,3.3842808656234324,47.0,149.22,0.7809270263643707,290.05750046173245,9.613748372028919,168.11201861728728,,,,1.4572311786420669,,,,
2021-02-24,350,243.42,420.65,111.14,6.47,2.78,27.42,74.0,235.4,3.181081081081081,21.42,3.3842808656234324,5.226598589918819,149.22,47.0,3.3842808656234324,74.0,235.4,1.174731407500191,261.49617297051896,10.537251993739593,169.709798446911,,,,0.7809270263643707,,,,
2021-02-25,337,193.5,352.73,89.82,4.2,2.07,27.52,80.0,347.07,4.338375,24.97,3.3842808656234324,5.226598589918819,235.4,74.0,3.3842808656234324,80.0,347.07,2.101658330570583,249.7692565134646,10.579899836443424,144.9491718787708,,,,1.174731407500191,,,,
2021-02-26,295,164.34,297.78,101.71,3.68,1.99,23.51,55.0,317.4,5.7709090909090905,57.21,3.3842808656234324,5.226598589918819,347.07,80.0,3.3842808656234324,55.0,317.4,1.4790459429684386,269.07741272767896,10.746726269409114,157.22623516841384,,,,2.101658330570583,,,,
2021-02-27,225,81.79,268.51,36.22,3.64,1.16,33.52,68.0,507.18,7.458529411764706,41.97,3.3842808656234324,5.226598589918819,317.4,55.0,3.3842808656234324,68.0,507.18,3.759671575325979,235.6464443048356,14.830080517265655,150.89453768266742,,,,1.4790459429684386,,,,
2021-02-28,235,98.08,239.96,35.06,5.51,0.75,50.07,69.0,439.28,6.366376811594203,34.49,3.3842808656234324,5.226598589918819,507.18,68.0,3.3842808656234324,69.0,439.28000000000003,1.76357362564665,263.6050704069049,8.177870039446127,151.24885782167456,,,,3.759671575325979,,,,
2021-03-01,187,97.62,247.38,32.72,5.71,0.72,43.21,67.0,183.68,2.741492537313433,15.46,3.3842808656234324,5.226598589918819,439.28,69.0,3.3842808656234324,67.0,183.68,1.8855813181046843,230.6703176002977,12.647457097845683,159.43526180359038,,,,1.76357362564665,,,,
2021-03-02,227,100.87,272.73,27.87,8.86,0.53,58.17,88.0,317.46,3.6075,13.4,3.3842808656234324,5.226598589918819,183.68,67.0,3.3842808656234324,88.0,317.46,1.617860511653099,279.96833906730063,6.075640190328822,168.6639280107994,,,,1.8855813181046843,,,,
2021-03-03,259,131.63,264.11,36.28,10.91,1.0,37.3,65.0,307.96,4.737846153846154,25.95,3.3842808656234324,5.226598589918819,317.46,88.0,3.3842808656234324,65.0,307.96,1.9045793787361704,269.0395022816184,11.014278109374937,172.2770828002449,,,,1.617860511653099,,,,
2021-03-04,276,157.94,343.04,40.72,7.16,1.96,41.65,74.0,308.68,4.171351351351351,20.83,3.3842808656234324,5.226598589918819,307.96,65.0,3.3842808656234324,74.0,308.68,1.1905185079536902,271.25862779073447,41.7917499475641,164.9601477759844,,,,1.9045793787361704,,,,
2021-03-05,290,139.43,309.98,34.06,4.88,1.05,43.07,92.0,500.82,5.443695652173913,27.5,3.3842808656234324,5.226598589918819,308.68,74.0,3.3842808656234324,92.0,500.82,1.8984298413003968,294.27765424362104,11.28757105673348,173.15865940378092,,,,1.1905185079536902,,,,
2021-03-06,257,121.86,257.23,32.67,6.38,0.87,42.58,46.0,244.29,5.310652173913043,23.98,3.3842808656234324,5.226598589918819,500.82,92.0,3.3842808656234324,46.0,244.29,1.0179903624084614,255.30600310703306,37.45795989892954,164.81908147666059,,,,1.8984298413003968,,,,
2021-03-07,270,154.41,300.45,38.21,7.92,2.38,50.3,14.0,33.48,2.391428571428571,5.1,3.3842808656234324,5.226598589918819,244.29,46.0,3.3842808656234324,14.0,33.48,0.6637955238728424,121.54730402580981,4.8218033635909965,173.67722819894448,,,,1.0179903624084614,,,,
2021-03-08,227,110.05,233.19,43.89,4.32,1.46,42.61,20.0,76.6,3.83,10.53,3.3842808656234324,5.226598589918819,33.48,14.0,3.3842808656234324,20.0,76.6,0.8453172771981864,268.5848105781236,12.855855522365333,157.38515097454695,,,,0.6637955238728424,,,,
2021-03-09,297,157.38,323.11,38.29,3.27,1.52,32.2,49.0,277.02,5.653469387755102,49.71,3.3842808656234324,5.226598589918819,76.6,20.0,3.3842808656234324,49.0,277.02,0.8808797221541671,330.8134938447368,26.6225190156802,158.26950725897814,,,,0.8453172771981864,,,,
2021-03-10,205,91.85,192.7,39.4,3.58,0.74,26.03,18.0,43.07,2.392777777777778,6.32,3.3842808656234324,5.226598589918819,277.02,49.0,3.3842808656234324,18.0,43.07,0.32639939670017837,296.59404888546777,5.379709380387088,161.5767525492979,,,,0.8808797221541671,,,,
2021-03-11,262,121.57,233.44,56.27,4.22,1.7,31.05,27.0,110.59,4.095925925925926,25.02,3.3842808656234324,5.226598589918819,43.07,18.0,3.3842808656234324,27.0,110.59,0.7128068088877384,279.70997805482574,11.20577326819789,152.731169448439,,,,0.32639939670017837,,,,
2021-03-12,203,85.57,207.14,50.96,4.43,1.16,25.73,22.0,22.15,1.0068181818181818,3.68,3.3842808656234324,5.226598589918819,110.59,27.0,3.3842808656234324,22.0,22.15,0.2579314632115925,264.6890508570296,10.581256584602315,170.11481405342147,,,,0.7128068088877384,,,,
2021-03-13,236,138.97,245.6,42.87,4.24,1.23,26.71,24.0,61.95,2.5812500000000003,9.88,3.3842808656234324,5.226598589918819,22.15,22.0,3.3842808656234324,24.0,61.95,0.44622907068291184,233.1547421914817,17.651450550579863,133.65493658090975,,,,0.2579314632115925,,,,
2021-03-14,251,132.36,253.72,39.84,4.11,0.74,30.27,63.0,259.35,4.116666666666667,28.48,3.3842808656234324,5.226598589918819,61.95,24.0,3.3842808656234324,63.0,259.35,1.1319804061891074,295.8800881699262,20.80499753692747,156.85120888409483,,,,0.44622907068291184,,,,
2021-03-15,219,126.93,265.71,40.58,3.79,0.86,28.14,22.0,143.17000000000002,6.507727272727274,26.76,3.3842808656234324,5.226598589918819,259.35,63.0,3.3842808656234324,22.0,143.17000000000002,0.46887355332292435,293.6574360185155,72.07983286318766,171.75365887688224,,,,1.1319804061891074,,,,
2021-03-16,277,146.41,391.08,39.3,3.5,0.86,20.61,25.0,75.01,3.0004000000000004,9.47,3.3842808656234324,5.226598589918819,143.17000000000002,22.0,3.3842808656234324,25.0,75.01,0.23489667157320035,318.97152111745726,136.9940467514677,167.1232055029434,,,,0.46887355332292435,,,,
2021-03-17,352,138.5,358.46,40.96,4.95,0.78,20.82,71.0,218.05,3.0711267605633803,15.4,3.3842808656234324,5.226598589918819,75.01,25.0,3.3842808656234324,71.0,218.05,1.4252847371956496,292.2658810260996,14.332444689184573,173.93016500111185,,,,0.23489667157320035,,,,
2021-03-18,313,152.31,380.31,41.81,4.93,1.03,20.78,45.0,158.58,3.5240000000000005,11.38,3.3842808656234324,5.226598589918819,218.05,71.0,3.3842808656234324,45.0,158.58,0.525381205949386,326.453836143796,102.24235953617057,172.27581581472487,,,,1.4252847371956496,,,,
2021-03-19,298,114.38,311.33,42.18,4.77,0.76,27.42,88.0,316.46,3.5961363636363632,12.85,3.3842808656234324,5.226598589918819,158.58,45.0,3.3842808656234324,88.0,316.46,1.1728675045887476,326.3754636927378,20.110316908498614,169.83279257394406,,,,0.525381205949386,,,,
2021-03-20,264,145.03,284.59,54.15,5.57,1.04,17.7,43.0,164.44,3.824186046511628,13.75,3.3842808656234324,5.226598589918819,316.46,88.0,3.3842808656234324,43.0,164.44,0.8007173894407653,295.1470264289282,14.67144955320625,164.1001397409425,,,,1.1728675045887476,,,,
2021-03-21,316,186.0,404.45,16.67,17.52,0.92,24.98,4.0,26.6,6.65,11.28,3.3842808656234324,5.226598589918819,164.44,43.0,3.3842808656234324,4.0,26.6,0.4079614196123139,107.28561797681321,27.367271455223438,164.17212178860905,,,,0.8007173894407653,,,,
2021-03-22,283,85.87,328.0,13.09,8.61,0.73,18.14,1.0,3.95,3.95,3.95,3.3842808656234324,5.226598589918819,26.6,4.0,3.3842808656234324,1.0,3.95,0.02076835070398296,189.19324434089359,189.19324434089359,158.54815756100413,,,,0.4079614196123139,,,,
2021-03-23,232,75.4,281.04,105.4,6.32,1.75,17.33,11.0,7.84,0.7127272727272728,1.08,3.3842808656234324,5.226598589918819,3.95,1.0,3.3842808656234324,11.0,7.84,0.12652883427109624,217.1954027090561,14.777149247442555,155.2602845698966,,,,0.02076835070398296,,,,
2021-03-24,177,90.99,181.2,69.97,6.43,0.88,37.66,33.0,121.61,3.685151515151515,24.08,3.3842808656234324,5.226598589918819,7.84,11.0,3.3842808656234324,33.0,121.61,1.2300406748358608,228.6152623315789,10.898828770371376,153.29817476171218,,,,0.12652883427109624,,,,
2021-03-25,194,83.85,208.21,8.58,8.25,0.53,19.28,33.0,161.84,4.904242424242424,26.99,3.3842808656234324,5.226598589918819,121.61,33.0,3.3842808656234324,33.0,161.84,0.550544076440645,305.22381574897094,11.152151215685628,162.92300730047396,,,,1.2300406748358608,,,,
2021-03-26,221,110.6,228.02,12.28,14.86,0.7,22.46,58.0,260.36,4.48896551724138,15.22,3.3842808656234324,5.226598589918819,161.84,33.0,3.3842808656234324,58.0,260.36,2.3944780105139016,307.3104286800471,7.890688951020485,167.20154314499962,,,,0.550544076440645,,,,
2021-03-27,268,166.83,307.27,13.77,23.44,0.85,27.62,28.0,96.74,3.455,14.47,3.3842808656234324,5.226598589918819,260.36,58.0,3.3842808656234324,28.0,96.74,0.31323970131379414,314.27967472059794,46.08833764315164,157.66830296607588,,,,2.3944780105139016,,,,
2021-03-28,268,181.38,336.8,15.77,19.59,0.85,29.59,25.0,208.49,8.3396,45.1,3.3842808656234324,5.226598589918819,96.74,28.0,3.3842808656234324,25.0,208.49,0.8332976260829265,256.21655270560814,36.97204098773586,166.44835047846425,,,,0.31323970131379414,,,,
2021-03-29,215,111.31,356.5,66.61,7.14,1.56,37.62,73.0,309.25,4.236301369863014,39.33,3.3842808656234324,5.226598589918819,208.49,25.0,3.3842808656234324,73.0,309.25,1.2595078466713445,301.9478824906414,10.92455670145465,163.73577860526325,,,,0.8332976260829265,,,,
2021-03-30,248,71.45,378.18,4.43,8.69,0.57,40.79,83.0,257.43,3.101566265060241,20.0,3.3842808656234324,5.226598589918819,309.25,73.0,3.3842808656234324,83.0,257.43,1.6082210862668793,310.44082118116506,12.343495439736984,168.9509330400167,,,,1.2595078466713445,,,,
2021-03-31,152,67.01,293.43,40.76,16.02,0.49,58.43,189.0,691.21,3.657195767195768,21.89,3.3842808656234324,5.226598589918819,257.43,83.0,3.3842808656234324,189.0,691.21,2.9635436700241122,306.15225137581706,13.473338025184141,169.1953659057467,,,,1.6082210862668793,,,,
2021-04-01,231,62.95,278.87,40.55,28.06,0.88,62.68,218.0,1018.67,4.672798165137615,58.98,3.3842808656234324,5.226598589918819,691.21,189.0,3.3842808656234324,218.0,1018.67,4.16278077943449,307.3102342608737,9.93687076863007,160.1787095232213,,,,2.9635436700241122,,,,
2021-04-02,197,85.17,218.59,58.47,31.37,1.23,45.1,413.0,1512.47,3.662154963680388,187.92,3.3842808656234324,5.226598589918819,1018.67,218.0,3.3842808656234324,413.0,1512.47,6.91595982932078,299.52874900755495,9.982016656056103,172.8778700759034,,,,4.16278077943449,,,,
2021-04-03,159,69.14,189.48,69.28,17.71,1.4,43.44,565.0,2390.89,4.231663716814159,59.89,3.3842808656234324,5.226598589918819,1512.47,413.0,3.3842808656234324,565.0,2390.89,8.58022859234476,303.7273768648219,15.365091812445582,173.06340438424252,,,,6.91595982932078,,,,
2021-04-04,198,94.37,250.37,78.08,28.72,1.66,35.48,128.0,801.13,6.258828125,73.64,3.3842808656234324,5.226598589918819,2390.89,565.0,3.3842808656234324,128.0,801.13,4.172075444272281,269.6905900654186,8.754920558986745,175.22702586473872,,,,8.58022859234476,,,,
2021-04-05,188,76.91,230.03,79.56,20.31,1.81,54.96,34.0,74.4,2.1882352941176477,7.44,3.3842808656234324,5.226598589918819,801.13,128.0,3.3842808656234324,34.0,74.4,0.37667627717447494,270.9113793352675,44.75397173370123,178.01802673318616,,,,4.172075444272281,,,,
2021-04-06,377,172.48,455.72,18.73,17.63,1.18,47.63,6.0,14.67,2.445,5.75,3.3842808656234324,5.226598589918819,74.4,34.0,3.3842808656234324,6.0,14.67,0.233560637658825,166.3108614818262,11.107690468953832,144.87827458759512,,,,0.37667627717447494,,,,
2021-04-07,304,78.51,293.92,9.0,9.48,0.57,39.89,16.0,97.21,6.0756250000000005,34.42,3.3842808656234324,5.226598589918819,14.67,6.0,3.3842808656234324,16.0,97.21000000000001,1.2962991464496412,114.7186358688532,32.63365993041569,168.71506477595995,,,,0.233560637658825,,,,
2021-04-08,152,72.39,179.66,54.12,9.76,1.4,50.08,39.0,113.6,2.9128205128205127,19.47,3.3842808656234324,5.226598589918819,97.21,16.0,3.3842808656234324,39.0,113.6,1.2956652124165267,203.2933274778293,10.992535945736392,165.8465484550236,,,,1.2962991464496412,,,,
2021-04-09,157,62.75,170.91,55.34,15.53,1.36,55.41,95.0,349.81,3.6822105263157896,30.5,3.3842808656234324,5.226598589918819,113.6,39.0,3.3842808656234324,95.0,349.81,1.74914313854859,283.75947989844093,16.472521495448344,172.5184402869579,,,,1.2956652124165267,,,,
2021-04-10,189,89.09,241.68,67.94,25.88,1.65,41.17,130.0,436.77,3.359769230769231,16.49,3.3842808656234324,5.226598589918819,349.81,95.0,3.3842808656234324,130.0,436.77,3.6962712218889613,268.6040290690849,12.216196707701593,173.3854827269165,,,,1.74914313854859,,,,
2021-04-11,181,83.4,223.02,64.4,20.13,1.65,42.99,147.0,1058.01,7.19734693877551,50.91,3.3842808656234324,5.226598589918819,436.77,130.0,3.3842808656234324,147.0,1058.01,6.958926564837369,257.0468556990161,30.451571535668524,178.8904528593871,,,,3.6962712218889613,,,,
2021-04-12,226,116.89,295.56,79.81,22.39,1.79,39.73,211.0,1083.09,5.133127962085307,54.15,34.800000000000004,4.133763418484421,1058.01,147.0,3.3842808656234324,211.0,1083.09,4.141153887954942,284.32414949206606,11.252728773490732,166.4429727957173,,,,6.958926564837369,,,,
2021-04-13,279,119.0,314.03,74.66,26.81,1.78,39.16,175.0,727.83,4.159028571428571,63.08,36.06956521739131,6.814585612867357,1083.09,211.0,34.800000000000004,175.0,727.83,3.2119333919165913,287.62751275025965,14.228295693387132,162.41444188435673,,,,4.141153887954942,,,,
2021-04-14,214,73.31,234.69,56.01,18.07,1.41,42.58,89.0,747.78,8.402022471910112,60.39,37.32173913043478,7.143653033016545,727.83,175.0,36.06956521739131,89.0,747.78,3.7237262544423824,266.0668842617763,39.73320356470621,168.12765924937685,,,,3.2119333919165913,,,,
2021-04-15,235,97.54,286.71,60.28,22.82,1.58,42.53,98.0,298.92,3.050204081632653,33.74,35.80869565217392,5.18861630210163,747.78,89.0,37.32173913043478,98.0,298.92,4.083919179753951,241.3911417618333,27.12039905829401,140.798708640518,,,,3.7237262544423824,,,,
2021-04-16,232,132.11,323.16,71.69,19.4,1.69,43.17,21.0,83.98,3.9990476190476194,22.22,27.08,2.2235107375499656,298.92,98.0,35.80869565217392,21.0,83.98,0.7712227592963503,115.85021773868496,20.46432724765767,188.52261869817625,,,,4.083919179753951,,,,
2021-04-17,142,51.27,130.61,42.83,2.59,1.23,27.52,30.0,105.56,3.518666666666667,10.42,0.0,0.0,83.98,21.0,27.08,30.0,105.56,1.0703296857186406,175.23544301827494,7.993725339040293,119.39887069706481,,,,0.7712227592963503,,,,
2021-04-18,161,87.02,197.75,49.58,6.28,1.57,35.45,61.0,238.52,3.9101639344262296,14.9,3.3842808656234324,5.226598589918819,105.56,30.0,0.0,61.0,238.52,1.858038531094067,176.6929124443685,11.175203367993555,126.34974753585294,,,,1.0703296857186406,,,,
2021-04-19,212,99.27,260.87,54.65,9.73,1.51,38.11,86.0,565.91,6.580348837209302,98.66,3.3842808656234324,5.226598589918819,238.52,61.0,3.3842808656234324,86.0,565.91,6.843262659000042,184.7571713779315,9.217222838955509,159.69554400287598,,,,1.858038531094067,,,,
2021-04-20,178,70.73,204.81,45.32,17.39,1.3,58.95,0.0,0.0,0.0,0.0,3.3842808656234324,5.226598589918819,565.91,86.0,3.3842808656234324,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.843262659000042,,,,
2021-04-21,132,56.54,128.35,31.87,4.41,1.2,44.01,27.0,108.8,4.029629629629629,10.79,3.3842808656234324,5.226598589918819,0.0,0.0,3.3842808656234324,27.0,108.8,2.0773636083087395,118.59957619623056,17.952152620342897,117.48861140424862,,,,0.0,,,,
2021-04-22,152,53.53,129.73,40.15,5.22,1.38,62.0,112.0,439.69,3.9258035714285713,10.25,3.3842808656234324,5.226598589918819,108.8,27.0,3.3842808656234324,112.0,439.69,4.6092915715540865,161.7407981397168,16.573994749750465,114.42129858962534,,,,2.0773636083087395,,,,
2021-04-23,112,43.49,106.79,40.0,4.76,1.29,57.59,73.0,393.28,5.387397260273972,20.0,3.3842808656234324,5.226598589918819,439.69,112.0,3.3842808656234324,73.0,393.28,3.3299911457879903,215.92612221477884,12.713153899269129,117.71341941749455,,,,4.6092915715540865,,,,
2021-04-24,96,57.98,117.01,41.59,6.82,1.29,56.1,202.0,1373.21,6.798069306930693,54.79,3.3842808656234324,5.226598589918819,393.28,73.0,3.3842808656234324,202.0,1373.21,19.35823564379163,148.7620024842257,12.55814290450978,127.57391137690831,,,,3.3299911457879903,,,,
2021-04-25,217,104.76,189.19,48.65,16.52,1.69,60.4,77.0,600.55,7.799350649350648,117.2,3.3842808656234324,5.226598589918819,1373.21,202.0,3.3842808656234324,77.0,600.55,7.462213708472898,197.2155949743728,3.6741119534131137,120.92246946520066,,,,19.35823564379163,,,,
2021-04-26,288,202.91,341.63,73.25,34.42,2.53,51.0,495.0,4702.25,9.499494949494949,85.09,3.3842808656234324,5.226598589918819,600.55,77.0,3.3842808656234324,495.0,4702.25,50.733477970582776,156.3132274185288,10.285513313426913,135.0883365429978,,,,7.462213708472898,,,,
2021-04-27,295,206.86,365.74,77.02,23.55,2.75,51.18,1135.0,7575.3,6.674273127753304,83.26,3.3842808656234324,5.226598589918819,4702.25,495.0,3.3842808656234324,1135.0,7575.3,96.55608409651026,155.84949981026108,14.134485642466762,127.7420470979389,,,,50.733477970582776,,,,
2021-04-28,321,237.88,432.09,80.54,28.81,2.82,43.01,995.0,8111.99,8.15275376884422,80.09,3.3842808656234324,5.226598589918819,7575.3,1135.0,3.3842808656234324,995.0,8111.99,75.62495315026214,169.9340915324485,20.701364933849547,137.79519905500882,,,,96.55608409651026,,,,
2021-04-29,303,215.39,406.98,58.3,25.24,2.21,60.72,857.0,8435.2,9.842707117852976,63.67,3.3842808656234324,5.226598589918819,8111.99,995.0,3.3842808656234324,857.0,8435.2,73.53283465082077,179.90673439301256,11.621201644570764,135.59938627634358,,,,75.62495315026214,,,,
2021-04-30,346,187.38,445.59,11.65,23.63,0.77,35.28,362.0,2078.62,5.742044198895028,87.13,3.3842808656234324,5.226598589918819,8435.2,857.0,3.3842808656234324,362.0,2078.62,19.65318034553058,199.59235786478143,13.468907006728692,150.8163990301253,,,,73.53283465082077,,,,
2021-05-01,214,75.01,238.18,46.08,10.7,1.34,69.86,1170.0,7424.16,6.345435897435897,54.9,3.3842808656234324,5.226598589918819,2078.62,362.0,3.3842808656234324,1170.0,7424.16,46.11469372791768,222.63772888338937,17.162739341232395,137.74181872573087,,,,19.65318034553058,,,,
2021-05-02,193,83.06,226.18,47.95,11.67,0.69,41.76,1684.0,8157.43,4.844079572446556,45.75,3.3842808656234324,5.226598589918819,7424.16,1170.0,3.3842808656234324,1684.0,8157.43,50.67627565445104,240.65437270372388,6.452179342813559,143.58405871582193,,,,46.11469372791768,,,,
2021-05-03,258,105.77,294.37,39.74,11.49,0.72,27.37,1501.0,7932.55,5.2848434377081945,35.42,3.3842808656234324,5.226598589918819,8157.43,1684.0,3.3842808656234324,1501.0,7932.55,55.841403935619525,203.29228805741647,14.254295434740664,137.51334519986796,,,,50.67627565445104,,,,
2021-05-04,163,79.05,188.93,41.41,9.68,0.63,22.98,293.0,2574.02,8.78505119453925,40.88,3.3842808656234324,5.226598589918819,7932.55,1501.0,3.3842808656234324,293.0,2574.02,10.280044158605067,292.7076206100622,6.230363694077048,139.56962908668817,,,,55.841403935619525,,,,
2021-05-05,151,69.61,170.36,38.87,5.29,0.86,59.57,708.0,3814.38,5.387542372881356,43.97,3.3842808656234324,5.226598589918819,2574.02,293.0,3.3842808656234324,708.0,3814.38,32.31496371637447,184.9832037867847,18.32057313993107,143.5837370820612,,,,10.280044158605067,,,,
2021-05-06,128,54.81,163.54,36.33,4.5,0.62,47.71,285.0,1841.65,6.461929824561404,33.75,3.3842808656234324,5.226598589918819,3814.38,708.0,3.3842808656234324,285.0,1841.65,8.964648958008206,317.6838850147374,19.372354261090727,149.67732129564524,,,,32.31496371637447,,,,
2021-05-07,110,52.47,100.82,42.37,4.33,0.59,42.39,1604.0,8300.6,5.174937655860349,35.91,3.3842808656234324,5.226598589918819,1841.65,285.0,3.3842808656234324,1604.0,8300.6,27.5914458045193,316.82960880097056,6.171999301848045,136.44084336560474,,,,8.964648958008206,,,,
2021-05-08,167,99.07,257.6,56.43,4.48,0.88,37.87,2890.0,15981.21,5.5298304498269895,50.02,3.3842808656234324,5.226598589918819,8300.6,1604.0,3.3842808656234324,2890.0,15981.21,61.18666960920819,303.63162060845906,11.798805082922273,141.72153839434776,,,,27.5914458045193,,,,
2021-05-09,195,59.8,135.69,42.85,4.63,0.68,53.07,1827.0,11585.15,6.341078270388615,82.25,3.3842808656234324,5.226598589918819,15981.21,2890.0,3.3842808656234324,1827.0,11585.15,44.17334887065293,303.50399168736175,11.717077394793659,138.9509993470523,,,,61.18666960920819,,,,
2021-05-10,88,51.08,94.49,58.1,4.82,0.81,45.97,1077.0,5570.34,5.172089136490251,49.4,3.3842808656234324,5.226598589918819,11585.15,1827.0,3.3842808656234324,1077.0,5570.34,18.82749440703406,328.7874685392578,32.684831970907474,140.7029978812776,,,,44.17334887065293,,,,
2021-05-11,111,57.75,120.48,44.78,5.09,0.46,56.12,411.0,2860.74,6.960437956204379,102.12,3.3842808656234324,5.226598589918819,5570.34,1077.0,3.3842808656234324,411.0,2860.74,10.56278656807096,281.55288868937544,14.898781432374594,131.50246349060467,,,,18.82749440703406,,,,
2021-05-12,114,43.88,141.98,40.29,5.94,0.44,45.14,63.0,391.96,6.221587301587301,22.47,3.3842808656234324,5.226598589918819,2860.74,411.0,3.3842808656234324,63.0,391.96,2.7418279356593573,251.41793399943657,10.617081251987008,134.07368643206826,,,,10.56278656807096,,,,
2021-05-13,105,46.61,83.62,35.88,5.15,0.61,54.08,18.0,39.94,2.218888888888889,3.75,3.3842808656234324,5.226598589918819,391.96,63.0,3.3842808656234324,18.0,39.94,0.17136813546359408,254.6828291520022,70.79927288737161,131.50452269208512,,,,2.7418279356593573,,,,
2021-05-14,130,61.6,120.48,41.78,5.21,0.75,52.06,708.0,3540.94,5.001327683615819,24.92,3.3842808656234324,5.226598589918819,39.94,18.0,3.3842808656234324,708.0,3540.94,13.63232671222909,307.92954498967197,22.55552896584372,147.0726298163613,,,,0.17136813546359408,,,,
2021-05-15,128,48.99,159.97,41.5,5.51,0.48,38.87,1178.0,7355.61,6.244151103565365,46.59,3.3842808656234324,5.226598589918819,3540.94,708.0,3.3842808656234324,1178.0,7355.61,21.915430399669255,353.7207191349136,11.105586989628518,143.74261756794476,,,,13.63232671222909,,,,
2021-05-16,177,69.96,131.21,51.09,6.72,0.91,50.72,669.0,4523.38,6.761405082212257,34.28,3.3842808656234324,5.226598589918819,7355.61,1178.0,3.3842808656234324,669.0,4523.38,16.349401548641904,311.85330639641717,24.495750468358235,148.8710625010532,,,,21.915430399669255,,,,
